en,de
"Yesterday, I bought a red T-shirt.",Gestern habe ich ein rotes T-Shirt gekauft.
You almost sound like you mean it.,Du scheinst es ja ernst zu meinen.
"You already knew that, didn't you?","Das wussten Sie schon, oder?"
You are expected to pass the exam.,"Es wird von Ihnen erwartet, die Prüfung zu bestehen."
"You are not able to swim, are you?","Du kannst nicht schwimmen, oder?"
You are too young to travel alone.,"Ihr seid zu jung, um alleine zu reisen."
"You aren't going to walk, are you?","Du willst doch wohl nicht zu Fuß gehen, oder?"
You came at just the right moment.,Sie kamen wie gerufen!
You came at just the right moment.,Sie sind genau im richtigen Augenblick gekommen.
You came at just the right moment.,Ihr kamt wie gerufen.
"You can come, too, if you want to.","Du darfst auch gerne kommen, wenn du willst."
You can smell the ocean from here.,Von hier aus kannst du das Meer riechen.
"You can still help Tom, can't you?","Du kannst Tom immer noch helfen, oder?"
You can't give orders around here.,Du kannst hier keine Vorschriften machen.
You can't help now. It's too late.,Jetzt kannst du nicht mehr helfen. Es ist zu spät.
You can't make a rope out of sand.,Aus Sand dreht man keinen Strick.
You can't trust anyone these days.,Heutzutage kann man niemandem mehr vertrauen.
You could at least have phoned us.,Du hättest uns wenigstens anrufen können.
You didn't let me finish speaking.,Du hast mich nicht ausreden lassen.
"You do know I hate Tom, don't you?","Du weißt doch, dass ich Tom hasse, oder?"
You don't even know where you are.,"Sie wissen nicht einmal, wo Sie sind."
You don't have to do this anymore.,Du musst das nicht mehr machen.
You don't have to go out with Tom.,Du brauchst nicht mit Tom auszugehen.
You don't have to obey such a law.,Sie brauchen so ein Gesetz nicht zu befolgen.
You don't have to obey such a law.,Ihr müsst so ein Gesetz nicht befolgen.
You don't have to say you love me.,"Du musst nicht sagen, dass du mich liebst."
"You don't know who did it, do you?","Du weißt wohl nicht, wer das getan hat, oder?"
"You don't like me anymore, do you?","Du magst mich nicht mehr, oder?"
You don't need to do that anymore.,Du brauchst das nicht mehr zu tun.
You don't need to leave right now.,Du brauchst nicht unmittelbar fortzugehen.
You don't need to worry about Tom.,Du brauchst dir um Tom keine Sorgen zu machen.
You don't seem to be very relaxed.,Einen sehr entspannten Eindruck machst du nicht.
You don't sound very enthusiastic.,Du hörst dich nicht sehr begeistert an.
"You don't think I'm right, do you?","Ihr glaubt nicht, dass ich recht habe, oder?"
You forgot to turn off the lights.,"Ihr habt vergessen, das Licht auszumachen."
"You hate psychiatrists, don't you?",Du kannst Psychiater nicht leiden. Stimmt's?
You have a busy week ahead of you.,Ihr habt eine arbeitsreiche Woche vor euch.
You have a strange sense of humor.,Ihr habt einen seltsamen Sinn für Humor.
You have a tendency to exaggerate.,Du neigst zur Übertreibung.
You have reached your destination.,Sie sind am Ziele angelangt.
You have reached your destination.,Ihr seid an eurem Ziel angelangt.
You have the right to be creative.,Du hast das Recht kreativ zu sein.
You have to accept the inevitable.,Man muss das Unvermeidliche akzeptieren.
You haven't told me your name yet.,Sie haben mir Ihren Namen noch nicht gesagt.
You just have to trust each other.,Ihr müsst euch nur gegenseitig vertrauen.
You know about that sort of stuff.,Sie kennen sich bei solchen Sachen aus.
You learn something new every day.,Man lernt nie aus.
You look incredible in that dress.,Du siehst in dem Kleid umwerfend aus!
You looked terrible the other day.,Du hast neulich schlimm ausgesehen.
You may as well tell me the truth.,Sie könnten mir auch gleich die Wahrheit sagen.
You may choose whichever you want.,"Du darfst dir aussuchen, was immer du willst."
You may not smoke in the elevator.,Im Aufzug ist Rauchen nicht gestattet.
You must learn from your mistakes.,Ihr müsst aus euren Fehlern lernen.
You must steer clear of that gang.,Du musst dich von dieser Gang fernhalten.
You need to ask Tom what he'll do.,"Du musst Tom fragen, was er vorhat."
You need to get in touch with Tom.,Du musst Tom ansprechen.
You never admitted you were wrong.,"Du hast nie zugegeben, dass du im Unrecht warst."
You ought to find nice shoes here.,Hier solltest du schöne Schuhe finden.
You owe Tom three hundred dollars.,Du schuldest Tom dreihundert Dollar.
You really didn't have to do that.,Das hätten Sie wirklich nicht tun müssen.
You said you could play the piano.,"Du sagtest, du könntest Klavier spielen."
You should always do what's right.,Man muss immer das Richtige tun.
You should be ready for the worst.,Du solltest auf das Schlimmste gefasst sein.
You should get your eyes examined.,Du solltest deine Augen untersuchen lassen.
You should have your eyes checked.,Ihr solltet eure Augen untersuchen lassen.
You should know that's impossible.,"Sie sollten wissen, dass das nicht möglich ist."
You should obey the traffic rules.,Du solltest die Verkehrsregeln beachten.
You should read between the lines.,Du solltest zwischen den Zeilen lesen.
You should read between the lines.,Man sollte zwischen den Zeilen lesen.
You should think before you speak.,"Du solltest nachdenken, bevor du was sagst."
You should've introduced yourself.,Ihr hättet euch vorstellen sollen.
You shouldn't ask a woman her age.,Du solltest eine Frau nicht nach ihrem Alter fragen.
You shouldn't speak ill of others.,Man soll nicht schlecht über andere reden.
You told me you knew how to do it.,"Du sagtest mir doch, du wüsstest, wie man es macht."
"You want to leave here, don't you?","Du willst von hier weggehen, nicht wahr?"
"You want to stay alive, don't you?","Sie wollen doch am Leben bleiben, oder?"
You were the one who suggested it.,"Sie waren derjenige, der es vorgeschlagen hat."
You were told to stay on the ship.,"Dir wurde gesagt, du sollest auf dem Schiff bleiben."
You won't believe what I just saw.,"Du wirst mir nicht glauben, was ich gerade gesehen habe."
You won't get a chance to do that.,Dazu werdet ihr keine Gelegenheit bekommen.
You won't get rid of me so easily.,So leicht werden Sie mich nicht los!
You'd better knuckle down to work.,Mach dich besser an die Arbeit.
You'd better not stay up too late.,Sie sollten besser nicht zu lange aufbleiben.
You'd better see a doctor at once.,"Sieh zu, dass du sofort einen Arzt aufsuchst."
You'll have to do that yourselves.,Ihr müsst das selber tun.
You'll have to get up before dawn.,Ihr werdet noch vor dem Morgengrauen aufstehen müssen.
You'll keep quiet if you're smart.,"Du hältst die Klappe, wenn du schlau bist."
You're a good deal older than Tom.,Du bist ein ganz schönes Stück älter als Tom.
You're acting like a spoiled brat.,Du führst dich wie ein verzogener Balg auf!
You're entitled to try once again.,"Du bist berechtigt, es noch einmal zu versuchen."
You're free to say what you think.,"Du kannst frei sagen, was du denkst."
"You're making that up, aren't you?","Du denkst dir das aus, oder?"
You're not answering the question.,Das ist keine Antwort auf die Frage.
You're not at all what I expected.,"Sie sind in keiner Hinsicht das, was ich erwartete."
"You're not going to walk, are you?","Ihr wollt doch wohl nicht zu Fuß los, oder?"
"You're not going to walk, are you?","Sie wollen doch wohl nicht laufen, oder?"
You're not supposed to smoke here.,Du darfst hier nicht rauchen.
You're now on the way to recovery.,Sie sind nun auf dem Weg der Besserung.
"You're pulling my leg, aren't you?","Du willst mich wohl verarschen, nicht wahr?"
You're someone very special to me.,Du bist jemand ganz Besonderes für mich.
You're supposed to come in person.,Du sollst persönlich kommen.
You're the last hope for humanity.,Ihr seid die letzte Hoffnung der Menschheit.
You're the smartest person I know.,"Du bist der klügste Mensch, den ich kenne."
"You're very religious, aren't you?","Du bist sehr religiös, oder?"
You've already told me this story.,Du hast mir diese Geschichte schon erzählt.
You've been walking in your sleep.,Du bist im Schlaf gewandelt.
You've drunk three cups of coffee.,Du hast drei Tassen Kaffee getrunken.
You've got nothing to worry about.,"Es gibt nichts, worum Sie sich sorgen müssten."
You've got to answer the question.,Ihr müsst die Frage beantworten.
"You've lost your job, haven't you?","Du hast deinen Arbeitsplatz verloren, stimmt’s?"
"You've put on weight, haven't you?","Du hast zugenommen, oder?"
You've run out of things to drink.,Du hast ja gar nichts Trinkbares mehr.
Your French is hard to understand.,Ihr Französisch ist schwer zu verstehen.
Your cell phone rang a minute ago.,Dein Mobiltelefon hat vor einer Minute geklingelt.
Your driver's license has expired.,Dein Führerschein ist abgelaufen.
Your fingerprints were on the gun.,Deine Fingerabdrücke waren auf der Waffe.
Your hat is somewhere around here.,Dein Hut ist hier irgendwo.
Your parents must've been worried.,Eure Eltern haben sich bestimmt Sorgen gemacht.
Your train leaves from Platform 3.,Ihr Zug geht auf Gleis 3.
"""Are you hungry?"" ""No, not really.""","„Hast du Hunger?“ – „Nein, nicht wirklich.“"
"""How much do I owe you?"" ""Nothing.""",„Wieviel schulde ich dir?“ – „Nichts.“
"""I saw her five days ago,"" he said.","„Ich habe sie vor fünf Tagen gesehen“, sagte er."
"""What are you doing?"" ""I'm eating.""",„Was tust du?“ – „Ich esse.“
"""What's happening?"" ""Nothing much.""",„Was gibt’s Neues?“ – „Nichts Besonderes.“
"""You're a murderer!"" ""No, I'm not!""","„Du bist ein Mörder!“ — „Nein, das bin ich nicht!“"
A big ship appeared on the horizon.,Ein großes Schiff tauchte am Horizont auf.
A cat appeared from under the desk.,Eine Katze kam unter dem Schreibtisch hervor.
A curtain of mist blocked our view.,Eine Nebelwand verhinderte unsere Sicht.
A lot has happened in the meantime.,Es ist viel passiert in der Zwischenzeit.
A lot of boys ran after the rabbit.,Eine Menge Jungen liefen dem Kaninchen hinterher.
A lot of time needs to be invested.,Man muss viel Zeit investieren.
A metronome can help you keep time.,"Ein Metronom kann dir helfen, den Takt einzuhalten."
A new issue of the magazine is out.,Es ist eine neue Ausgabe der Zeitschrift herausgekommen.
A screen divided the room into two.,Ein Wandschirm teilte das Zimmer in zwei Hälften.
"A typhoon is coming, so be careful.",Es kommt ein Taifun. Sei also vorsichtig!
Accidents have increased in number.,Die Anzahl der Unfälle ist gestiegen.
Achilles was an ancient Greek hero.,Achilles war ein Held des antiken Griechenlands.
Adjust the focus of the microscope.,Stell den Fokus des Mikroskops ein.
"After that, I didn't see Tom again.",Danach habe ich Tom nicht wiedergesehen.
Algebra is a branch of mathematics.,Die Algebra ist ein Teilgebiet der Mathematik.
All I want to do is make you happy.,"Ich will nichts anderes, als dich glücklich zu machen."
All my relatives live in this city.,Alle meine Verwandten leben in dieser Stadt.
All of Tom's predictions came true.,Toms Voraussagen traten alle ein.
All of us will die sooner or later.,Wir alle werden früher oder später sterben.
All the money was spent on clothes.,Das ganze Geld ging für Klamotten drauf.
All the rooms need to be renovated.,"Es ist notwendig, alle Zimmer zu renovieren."
All three patients appear to be OK.,Allen drei Patientinnen scheint es gutzugehen.
All you have to do is wait and see.,Jetzt sollte man nur abwarten.
All your problems have been solved.,Alle eure Probleme wurden gelöst.
Almost no one knows we're brothers.,"Fast niemand weiß, dass wir Brüder sind."
America is a country of immigrants.,Amerika ist ein Einwandererland.
An accident may happen at any time.,Ein Unfall kann jederzeit passieren.
Animal bodies are made up of cells.,Der Körper von Tieren besteht aus Zellen.
Anyone would be happy to work here.,Hier würde jeder gerne arbeiten.
Are we going anywhere this evening?,Gehen wir heute abend irgendwohin?
Are you being bitten by mosquitoes?,Wirst du von Mücken gestochen?
Are you bringing anything to drink?,Nimmst du etwas zu trinken mit?
Are you for or against the project?,Bist du für oder gegen das Projekt?
Are you going to get your hair cut?,Lässt du dir die Haare schneiden?
Are you in a bad mood or something?,Bist du schlechter Laune oder was?
Are you ready to hear the bad news?,"Seid ihr bereit, die schlechte Nachricht zu hören?"
Are you saying you don't like this?,"Willst du sagen, dass du das nicht magst?"
Are you still living with your mom?,Wohnt ihr noch bei eurer Mutter?
Are you sure this is how we get in?,"Bist du sicher, dass wir auf diese Weise hineinkommen?"
Are you sure you don't want coffee?,"Sind Sie sicher, dass Sie keinen Kaffee möchten?"
Are you through with the newspaper?,Bist du mit der Zeitung durch?
Are you traveling by sea or by air?,Reisen Sie per Schiff oder fliegen Sie?
Aren't you happy with your new car?,Bist du mit deinem neuen Auto nicht glücklich?
Aren't you the owner of this house?,Sind Sie nicht der Eigentümer dieses Hauses?
Ask Tom if he'll stay in Australia.,"Fragt Tom, ob er in Australien bleibt!"
Ask him when the next plane leaves.,"Fragen Sie ihn, wann das nächste Flugzeug geht."
"At first, I didn't know what to do.","Am Anfang wusste ich nicht, was ich machen sollte."
"At first, I thought Tom was joking.","Anfangs glaubte ich, Tom scherze."
Attack is the best form of defense.,Angriff ist die beste Verteidigung.
Bangkok is Thailand's capital city.,Bangkok ist die Hauptstadt von Thailand.
Barbecuing is one way to cook meat.,"Grillen ist eine Methode, Fleisch zu garen."
Be a little more careful next time.,Sei das nächste Mal etwas vorsichtiger!
